id,name,parsecs_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
3057,HD 125612 d,57.6207,7.178 Jupiters,8.31,2009,https://science.nasa.gov/exoplanet-catalog/hd-125612-d/
3058,HD 125612 c,57.6207,15.57359194 Earths,8.31,2009,https://science.nasa.gov/exoplanet-catalog/hd-125612-c/
3059,HD 125612 b,57.6207,2.974 Jupiters,8.31,2007,https://science.nasa.gov/exoplanet-catalog/hd-125612-b/
3060,HD 125595 b,28.1989,11.11 Jupiters,9.03,2011,https://science.nasa.gov/exoplanet-catalog/hd-125595-b/
3061,HD 121504 b,41.6592,1.51 Jupiters,7.54,2003,https://science.nasa.gov/exoplanet-catalog/hd-121504-b/
3062,HD 120084 b,103.044,6.4 Jupiters,5.90686,2013,https://science.nasa.gov/exoplanet-catalog/hd-120084-b/
3063,HD 118203 b,92.2589,2.14 Jupiters,8.05,2005,https://science.nasa.gov/exoplanet-catalog/hd-118203-b/
3064,HD 117618 b,37.7781,0.174 Jupiters,7.17,2004,https://science.nasa.gov/exoplanet-catalog/hd-117618-b/
3065,HD 117207 b,32.3547,2.106 Jupiters,7.26,2004,https://science.nasa.gov/exoplanet-catalog/hd-117207-b/
3066,HD 116029 b,123.245,1.4 Jupiters,7.88,2011,https://science.nasa.gov/exoplanet-catalog/hd-116029-b/
3067,HD 114783 b,21.0628,1.1 Jupiters,7.56,2001,https://science.nasa.gov/exoplanet-catalog/hd-114783-b/
3068,HD 114729 b,37.8063,0.825 Jupiters,6.68,2002,https://science.nasa.gov/exoplanet-catalog/hd-114729-b/
3069,HD 114386 b,27.9243,1.46 Jupiters,8.73,2003,https://science.nasa.gov/exoplanet-catalog/hd-114386-b/
3070,HD 113538 c,16.2817,0.93 Jupiters,9.05,2010,https://science.nasa.gov/exoplanet-catalog/hd-113538-c/
3071,HD 113538 b,16.2817,0.36 Jupiters,9.05,2010,https://science.nasa.gov/exoplanet-catalog/hd-113538-b/
3072,HD 113337 b,36.18,3.259 Jupiters,6.02078,2013,https://science.nasa.gov/exoplanet-catalog/hd-113337-b/
3073,HD 111232 b,28.9571,7.965 Jupiters,7.59,2003,https://science.nasa.gov/exoplanet-catalog/hd-111232-b/
3074,HD 110014 b,100.758,11.09 Jupiters,4.64597,2009,https://science.nasa.gov/exoplanet-catalog/hd-110014-b/
3075,HD 109749 b,63.0821,0.27 Jupiters,8.08,2005,https://science.nasa.gov/exoplanet-catalog/hd-109749-b/
3076,HD 109271 c,55.8716,24.154 Earths,8.04,2013,https://science.nasa.gov/exoplanet-catalog/hd-109271-c/
3077,HD 109271 b,55.8716,17.162 Earths,8.04,2013,https://science.nasa.gov/exoplanet-catalog/hd-109271-b/
3078,HD 109246 b,67.8349,0.86 Jupiters,8.751,2010,https://science.nasa.gov/exoplanet-catalog/hd-109246-b/
3079,HD 108874 c,59.5175,0.99 Jupiters,8.76,2005,https://science.nasa.gov/exoplanet-catalog/hd-108874-c/
3080,HD 108874 b,59.5175,1.42 Jupiters,8.76,2002,https://science.nasa.gov/exoplanet-catalog/hd-108874-b/
3081,HD 108863 b,164.742,2.414 Jupiters,7.71,2011,https://science.nasa.gov/exoplanet-catalog/hd-108863-b/
3082,HD 108341 b,48.9102,2.25 Jupiters,9.38,2014,https://science.nasa.gov/exoplanet-catalog/hd-108341-b/
3083,HD 108147 b,38.92,0.261 Jupiters,6.99,2002,https://science.nasa.gov/exoplanet-catalog/hd-108147-b/
3084,HD 107148 b,49.4156,0.21 Jupiters,8.01,2005,https://science.nasa.gov/exoplanet-catalog/hd-107148-b/
3085,HD 106906 b,103.029,11 Jupiters,7.8,2013,https://science.nasa.gov/exoplanet-catalog/hd-106906-b/
3086,HD 106515 A b,34.0915,18.9 Jupiters,7.971,2012,https://science.nasa.gov/exoplanet-catalog/hd-106515-a-b/
3087,HD 106270 b,93.808,11.4 Jupiters,7.58,2011,https://science.nasa.gov/exoplanet-catalog/hd-106270-b/
3088,HD 106252 b,38.185,10 Jupiters,7.41,2002,https://science.nasa.gov/exoplanet-catalog/hd-106252-b/
3089,HD 104985 b,100.576,5.559 Jupiters,5.79389,2003,https://science.nasa.gov/exoplanet-catalog/hd-104985-b/
3090,HD 104067 b,20.3632,0.19538845 Jupiters,7.92,2011,https://science.nasa.gov/exoplanet-catalog/hd-104067-b/
3091,HD 103774 b,56.4089,0.367 Jupiters,7.13463,2013,https://science.nasa.gov/exoplanet-catalog/hd-103774-b/
3092,HD 103720 b,45.5352,0.62 Jupiters,9.5,2014,https://science.nasa.gov/exoplanet-catalog/hd-103720-b/
3093,HD 103197 b,57.1463,28.6047 Earths,9.4,2011,https://science.nasa.gov/exoplanet-catalog/hd-103197-b/
3094,HD 102956 b,121.89,0.96 Jupiters,7.86,2010,https://science.nasa.gov/exoplanet-catalog/hd-102956-b/
3095,HD 102329 b,217.107,8.16 Jupiters,7.88,2011,https://science.nasa.gov/exoplanet-catalog/hd-102329-b/
3096,HD 102272 b,347.097,4.94 Jupiters,8.69,2008,https://science.nasa.gov/exoplanet-catalog/hd-102272-b/
3097,HD 102195 b,29.3386,0.41 Jupiters,8.07,2006,https://science.nasa.gov/exoplanet-catalog/hd-102195-b/
3098,HD 102117 b,39.5792,0.17 Jupiters,7.47,2005,https://science.nasa.gov/exoplanet-catalog/hd-102117-b/
3099,HD 101930 b,30.0274,0.25 Jupiters,8.21,2005,https://science.nasa.gov/exoplanet-catalog/hd-101930-b/
3100,HD 100777 b,49.5336,1.23 Jupiters,8.42,2007,https://science.nasa.gov/exoplanet-catalog/hd-100777-b/
3101,HD 100655 b,137.178,1.61 Jupiters,6.4421,2011,https://science.nasa.gov/exoplanet-catalog/hd-100655-b/
3102,HD 100546 b,109.677,8.5 Jupiters,6.69,2014,https://science.nasa.gov/exoplanet-catalog/hd-100546-b/
3103,HD 93083 b,28.5159,0.451 Jupiters,8.3,2005,https://science.nasa.gov/exoplanet-catalog/hd-93083-b/
3104,HD 92788 b,34.6538,3.76 Jupiters,7.31637,2000,https://science.nasa.gov/exoplanet-catalog/hd-92788-b/
3105,HD 90156 b,21.9496,17.98 Earths,6.92,2011,https://science.nasa.gov/exoplanet-catalog/hd-90156-b/
3106,HD 89744 b,38.6364,8.35 Jupiters,5.73469,1999,https://science.nasa.gov/exoplanet-catalog/hd-89744-b/
3107,HD 89307 b,32.0104,2.02 Jupiters,7.02569,2009,https://science.nasa.gov/exoplanet-catalog/hd-89307-b/
3108,HD 88133 b,73.6123,1.02 Jupiters,8.01852,2004,https://science.nasa.gov/exoplanet-catalog/hd-88133-b/
3109,HD 87883 b,18.2912,6.31 Jupiters,7.56,2009,https://science.nasa.gov/exoplanet-catalog/hd-87883-b/
3110,HD 86264 b,67.8107,9.808 Jupiters,7.41,2009,https://science.nasa.gov/exoplanet-catalog/hd-86264-b/
3111,HD 86226 b,45.683,0.45 Jupiters,7.93,2009,https://science.nasa.gov/exoplanet-catalog/hd-86226-b/
3112,HD 86081 b,103.936,1.48 Jupiters,8.73,2006,https://science.nasa.gov/exoplanet-catalog/hd-86081-b/
3113,HD 85390 b,33.5225,31.46517 Earths,8.54,2011,https://science.nasa.gov/exoplanet-catalog/hd-85390-b/
3114,HD 83443 b,40.8991,0.402 Jupiters,8.23,2002,https://science.nasa.gov/exoplanet-catalog/hd-83443-b/
3115,HD 82943 c,27.5902,1.959 Jupiters,6.54993,2003,https://science.nasa.gov/exoplanet-catalog/hd-82943-c/
3116,HD 82943 b,27.5902,1.681 Jupiters,6.54993,2003,https://science.nasa.gov/exoplanet-catalog/hd-82943-b/
3117,HD 82886 b,127.061,2.33 Jupiters,7.62,2011,https://science.nasa.gov/exoplanet-catalog/hd-82886-b/
3118,HD 81688 b,85.7183,1.654 Jupiters,5.39755,2007,https://science.nasa.gov/exoplanet-catalog/hd-81688-b/
3119,HD 81040 b,34.4341,7.24 Jupiters,7.72,2005,https://science.nasa.gov/exoplanet-catalog/hd-81040-b/
3120,HD 80606 b,66.4711,4.1641 Jupiters,9.06,2001,https://science.nasa.gov/exoplanet-catalog/hd-80606-b/
3121,HD 79498 b,48.9489,1.34 Jupiters,8.05,2011,https://science.nasa.gov/exoplanet-catalog/hd-79498-b/
3122,HD 77338 b,45.935,15.9 Earths,8.63,2012,https://science.nasa.gov/exoplanet-catalog/hd-77338-b/
3123,HD 76700 b,60.8831,0.21 Jupiters,8.16,2002,https://science.nasa.gov/exoplanet-catalog/hd-76700-b/
3124,HD 75898 b,78.0505,2.55 Jupiters,8.03,2007,https://science.nasa.gov/exoplanet-catalog/hd-75898-b/
3125,HD 75784 b,85.4321,1 Jupiter,7.84,2014,https://science.nasa.gov/exoplanet-catalog/hd-75784-b/
3126,HD 75289 b,29.1158,0.49 Jupiters,6.35,1999,https://science.nasa.gov/exoplanet-catalog/hd-75289-b/
3127,HD 74156 c,57.603,8.665 Jupiters,7.61,2003,https://science.nasa.gov/exoplanet-catalog/hd-74156-c/
3128,HD 74156 b,57.603,1.675 Jupiters,7.61,2003,https://science.nasa.gov/exoplanet-catalog/hd-74156-b/
3129,HD 73534 b,83.3321,1.112 Jupiters,8.23,2008,https://science.nasa.gov/exoplanet-catalog/hd-73534-b/
3130,HD 73526 c,97.2396,2.25 Jupiters,8.99,2005,https://science.nasa.gov/exoplanet-catalog/hd-73526-c/
3131,HD 73526 b,97.2396,3.08 Jupiters,8.99,2002,https://science.nasa.gov/exoplanet-catalog/hd-73526-b/
3132,HD 73267 b,50.4093,4.158 Jupiters,8.9,2008,https://science.nasa.gov/exoplanet-catalog/hd-73267-b/
3133,HD 72659 b,51.8949,2.988 Jupiters,7.46,2002,https://science.nasa.gov/exoplanet-catalog/hd-72659-b/
3134,HD 70642 b,29.276,3.9 Jupiters,7.17,2003,https://science.nasa.gov/exoplanet-catalog/hd-70642-b/
3135,HD 70573 b,59.182,6.1 Jupiters,8.667,2007,https://science.nasa.gov/exoplanet-catalog/hd-70573-b/
3136,HD 69830 d,12.5794,18.1 Earths,5.951,2006,https://science.nasa.gov/exoplanet-catalog/hd-69830-d/
3137,HD 69830 c,12.5794,11.8 Earths,5.951,2006,https://science.nasa.gov/exoplanet-catalog/hd-69830-c/
3138,HD 69830 b,12.5794,10.2 Earths,5.951,2006,https://science.nasa.gov/exoplanet-catalog/hd-69830-b/
3139,HD 68988 b,60.8447,1.97 Jupiters,8.2,2001,https://science.nasa.gov/exoplanet-catalog/hd-68988-b/
3140,HD 67087 c,76.5217,4.85 Jupiters,8.05,2015,https://science.nasa.gov/exoplanet-catalog/hd-67087-c/
3141,HD 67087 b,76.5217,3.06 Jupiters,8.05,2015,https://science.nasa.gov/exoplanet-catalog/hd-67087-b/
3142,HD 66428 b,53.2817,10.946 Jupiters,8.25,2005,https://science.nasa.gov/exoplanet-catalog/hd-66428-b/
3143,HD 66141 b,68.1509,6 Jupiters,4.37821,2012,https://science.nasa.gov/exoplanet-catalog/hd-66141-b/
3144,HD 65216 c,35.1205,2.03 Jupiters,7.97,2013,https://science.nasa.gov/exoplanet-catalog/hd-65216-c/
3145,HD 65216 b,35.1205,1.295 Jupiters,7.97,2003,https://science.nasa.gov/exoplanet-catalog/hd-65216-b/
3146,HD 63765 b,32.5376,0.53 Jupiters,8.1,2011,https://science.nasa.gov/exoplanet-catalog/hd-63765-b/
3147,HD 63454 b,37.6894,0.25 Jupiters,9.37,2005,https://science.nasa.gov/exoplanet-catalog/hd-63454-b/
3148,HD 62509 b,10.34,2.3 Jupiters,1.12512,2006,https://science.nasa.gov/exoplanet-catalog/hd-62509-b/
3149,HD 60532 c,25.9716,2.51 Jupiters,4.44,2008,https://science.nasa.gov/exoplanet-catalog/hd-60532-c/
3150,HD 60532 b,25.9716,1.06 Jupiters,4.44,2008,https://science.nasa.gov/exoplanet-catalog/hd-60532-b/
3151,HD 52265 b,29.9803,1.21 Jupiters,6.29351,2000,https://science.nasa.gov/exoplanet-catalog/hd-52265-b/
3152,HD 50554 b,31.1664,5.85 Jupiters,6.8561,2002,https://science.nasa.gov/exoplanet-catalog/hd-50554-b/
3153,HD 50499 b,46.2845,1.636 Jupiters,7.21,2005,https://science.nasa.gov/exoplanet-catalog/hd-50499-b/
3154,HD 49674 b,43.0399,31.783 Earths,8.1,2002,https://science.nasa.gov/exoplanet-catalog/hd-49674-b/
3155,HD 48265 b,90.5446,7.4 Jupiters,8.05,2008,https://science.nasa.gov/exoplanet-catalog/hd-48265-b/
3156,HD 47536 b,122.536,7.32 Jupiters,5.25,2002,https://science.nasa.gov/exoplanet-catalog/hd-47536-b/
3157,HD 47186 c,37.4574,0.35061 Jupiters,7.63,2008,https://science.nasa.gov/exoplanet-catalog/hd-47186-c/
3158,HD 47186 b,37.4574,22.2481 Earths,7.63,2008,https://science.nasa.gov/exoplanet-catalog/hd-47186-b/
3159,HD 46375 b,29.5529,0.226 Jupiters,7.91,2000,https://science.nasa.gov/exoplanet-catalog/hd-46375-b/
3160,HD 45652 b,34.8541,0.433 Jupiters,8.1,2008,https://science.nasa.gov/exoplanet-catalog/hd-45652-b/
3161,HD 45364 c,34.354,0.549 Jupiters,8.08,2008,https://science.nasa.gov/exoplanet-catalog/hd-45364-c/
3162,HD 45364 b,34.354,0.1893 Jupiters,8.08,2008,https://science.nasa.gov/exoplanet-catalog/hd-45364-b/
3163,HD 45350 b,46.8733,1.79 Jupiters,7.89,2004,https://science.nasa.gov/exoplanet-catalog/hd-45350-b/
3164,HD 44219 b,52.9051,0.58 Jupiters,7.69,2010,https://science.nasa.gov/exoplanet-catalog/hd-44219-b/
3165,HD 43691 b,85.6009,2.55 Jupiters,8.03,2007,https://science.nasa.gov/exoplanet-catalog/hd-43691-b/
3166,HD 43197 b,62.4112,0.553 Jupiters,8.98,2010,https://science.nasa.gov/exoplanet-catalog/hd-43197-b/
3167,HD 41004 B b,41.5504,18.37 Jupiters,8.6078,2003,https://science.nasa.gov/exoplanet-catalog/hd-41004-b-b/
3168,HD 41004 A b,36.69117,2.54 Jupiters,8.65,2004,https://science.nasa.gov/exoplanet-catalog/hd-41004-a-b/
3169,HD 40979 b,34.0883,4.67 Jupiters,6.75512,2002,https://science.nasa.gov/exoplanet-catalog/hd-40979-b/
3170,HD 40307 g,12.9363,7.1 Earths,7.17,2013,https://science.nasa.gov/exoplanet-catalog/hd-40307-g/
3171,HD 40307 f,12.9363,5.2 Earths,7.17,2013,https://science.nasa.gov/exoplanet-catalog/hd-40307-f/
3172,HD 40307 d,12.9363,5.586 Jupiters,7.17,2009,https://science.nasa.gov/exoplanet-catalog/hd-40307-d/
3173,HD 40307 c,12.9363,5.879 Jupiters,7.17,2009,https://science.nasa.gov/exoplanet-catalog/hd-40307-c/
3174,HD 40307 b,12.9363,3.741 Jupiters,7.17,2009,https://science.nasa.gov/exoplanet-catalog/hd-40307-b/
3175,HD 39091 b,18.2874,14.1 Jupiters,5.666,2001,https://science.nasa.gov/exoplanet-catalog/hd-39091-b/
3176,HD 38801 b,91.4349,9.698 Jupiters,8.26,2009,https://science.nasa.gov/exoplanet-catalog/hd-38801-b/
3177,HD 38529 c,42.3538,10.38 Jupiters,5.92848,2000,https://science.nasa.gov/exoplanet-catalog/hd-38529-c/
3178,HD 38529 b,42.3538,0.65 Jupiters,5.92848,2000,https://science.nasa.gov/exoplanet-catalog/hd-38529-b/
3179,HD 38283 b,38.0615,0.4 Jupiters,6.69,2010,https://science.nasa.gov/exoplanet-catalog/hd-38283-b/
3180,HD 37605 c,46.7864,3.19 Jupiters,8.67,2012,https://science.nasa.gov/exoplanet-catalog/hd-37605-c/
3181,HD 37605 b,46.7864,2.69 Jupiters,8.67,2004,https://science.nasa.gov/exoplanet-catalog/hd-37605-b/
3182,HD 37124 d,31.6634,0.696 Jupiters,7.68,2005,https://science.nasa.gov/exoplanet-catalog/hd-37124-d/
3183,HD 37124 c,31.6634,0.652 Jupiters,7.68,2002,https://science.nasa.gov/exoplanet-catalog/hd-37124-c/
3184,HD 37124 b,31.6634,0.675 Jupiters,7.68,2002,https://science.nasa.gov/exoplanet-catalog/hd-37124-b/
3185,HD 34445 b,46.0907,0.82 Jupiters,7.31,2009,https://science.nasa.gov/exoplanet-catalog/hd-34445-b/
3186,HD 33564 b,20.7858,9.1 Jupiters,5.08,2005,https://science.nasa.gov/exoplanet-catalog/hd-33564-b/
3187,HD 33283 b,89.8623,0.329 Jupiters,8.05,2006,https://science.nasa.gov/exoplanet-catalog/hd-33283-b/
3188,HD 33142 b,121.375,1.26 Jupiters,7.96,2011,https://science.nasa.gov/exoplanet-catalog/hd-33142-b/
3189,HD 32518 b,122.115,2.849 Jupiters,6.43005,2009,https://science.nasa.gov/exoplanet-catalog/hd-32518-b/
3190,HD 31253 b,58.1438,0.62 Jupiters,7.13266,2010,https://science.nasa.gov/exoplanet-catalog/hd-31253-b/
3191,HD 30856 b,131.199,1.547 Jupiters,7.91,2011,https://science.nasa.gov/exoplanet-catalog/hd-30856-b/
3192,HD 30669 b,58.0844,0.47 Jupiters,9.12,2014,https://science.nasa.gov/exoplanet-catalog/hd-30669-b/
3193,HD 30562 b,26.1597,1.47 Jupiters,5.77466,2009,https://science.nasa.gov/exoplanet-catalog/hd-30562-b/
3194,HD 30177 b,55.5867,8.25 Jupiters,8.41,2002,https://science.nasa.gov/exoplanet-catalog/hd-30177-b/
3195,HD 28678 b,189.908,1.542 Jupiters,8.38,2011,https://science.nasa.gov/exoplanet-catalog/hd-28678-b/
3196,HD 28254 b,55.2884,3.8 Jupiters,7.69,2010,https://science.nasa.gov/exoplanet-catalog/hd-28254-b/
3197,HD 28185 b,39.3809,5.85 Jupiters,7.8,2001,https://science.nasa.gov/exoplanet-catalog/hd-28185-b/
3198,HD 27894 b,43.8214,0.619 Jupiters,9.36,2005,https://science.nasa.gov/exoplanet-catalog/hd-27894-b/
3199,HD 27631 b,50.2862,1.56 Jupiters,8.26,2012,https://science.nasa.gov/exoplanet-catalog/hd-27631-b/
3200,HD 27442 b,18.2704,1.56 Jupiters,4.44,2000,https://science.nasa.gov/exoplanet-catalog/hd-27442-b/
3201,HD 25171 b,55.6146,0.915 Jupiters,7.77,2010,https://science.nasa.gov/exoplanet-catalog/hd-25171-b/
3202,HD 24040 b,46.6224,5 Jupiters,7.515,2006,https://science.nasa.gov/exoplanet-catalog/hd-24040-b/
3203,HD 23596 b,52.0018,11.914 Jupiters,7.26122,2003,https://science.nasa.gov/exoplanet-catalog/hd-23596-b/
3204,HD 23127 b,93.8555,1.527 Jupiters,8.58,2006,https://science.nasa.gov/exoplanet-catalog/hd-23127-b/
3205,HD 23079 b,33.4591,2.66 Jupiters,7.12,2001,https://science.nasa.gov/exoplanet-catalog/hd-23079-b/
3206,HD 22781 b,32.6034,13.65 Jupiters,8.78,2011,https://science.nasa.gov/exoplanet-catalog/hd-22781-b/
3207,HD 20868 b,47.7223,1.25 Jupiters,9.92,2008,https://science.nasa.gov/exoplanet-catalog/hd-20868-b/
3208,HD 20794 d,6.0414,4.8 Earths,4.258,2011,https://science.nasa.gov/exoplanet-catalog/hd-20794-d/
3209,HD 20794 b,6.0414,2.7 Earths,4.258,2011,https://science.nasa.gov/exoplanet-catalog/hd-20794-b/
3210,HD 20782 b,35.9864,1.4878 Jupiters,7.36,2006,https://science.nasa.gov/exoplanet-catalog/hd-20782-b/
3211,HD 19994 b,22.5242,1.37 Jupiters,5.06345,2003,https://science.nasa.gov/exoplanet-catalog/hd-19994-b/
3212,HD 18742 b,162.685,3.4 Jupiters,7.81,2011,https://science.nasa.gov/exoplanet-catalog/hd-18742-b/
3213,HD 17156 b,78.0863,3.26 Jupiters,8.17,2007,https://science.nasa.gov/exoplanet-catalog/hd-17156-b/
3214,HD 17092 b,228.422,10.13 Jupiters,7.732,2007,https://science.nasa.gov/exoplanet-catalog/hd-17092-b/
3215,HD 16417 b,25.3936,22.1 Earths,5.78,2008,https://science.nasa.gov/exoplanet-catalog/hd-16417-b/
3216,HD 16175 b,59.859,5.9 Jupiters,7.297,2009,https://science.nasa.gov/exoplanet-catalog/hd-16175-b/
3217,HD 16141 b,37.7861,0.26 Jupiters,6.834,2000,https://science.nasa.gov/exoplanet-catalog/hd-16141-b/
3218,HD 14067 b,142.024,15.3 Jupiters,6.53329,2014,https://science.nasa.gov/exoplanet-catalog/hd-14067-b/
3219,HD 13931 b,47.3963,2.8 Jupiters,7.61,2009,https://science.nasa.gov/exoplanet-catalog/hd-13931-b/
3220,HD 13908 c,79.5515,5.13 Jupiters,7.52,2013,https://science.nasa.gov/exoplanet-catalog/hd-13908-c/
3221,HD 13908 b,79.5515,0.865 Jupiters,7.52,2013,https://science.nasa.gov/exoplanet-catalog/hd-13908-b/
3222,HD 13189 b,497.823,10.95 Jupiters,7.57,2005,https://science.nasa.gov/exoplanet-catalog/hd-13189-b/
3223,HD 12661 c,37.8478,2.83 Jupiters,7.43,2002,https://science.nasa.gov/exoplanet-catalog/hd-12661-c/
3224,HD 12661 b,37.8478,2.43 Jupiters,7.43,2000,https://science.nasa.gov/exoplanet-catalog/hd-12661-b/
3225,HD 11977 b,67.9331,6.54 Jupiters,4.68,2005,https://science.nasa.gov/exoplanet-catalog/hd-11977-b/
3226,HD 11964 c,33.5369,25 Earths,6.41525,2008,https://science.nasa.gov/exoplanet-catalog/hd-11964-c/
3227,HD 11964 b,33.5369,0.622 Jupiters,6.41525,2005,https://science.nasa.gov/exoplanet-catalog/hd-11964-b/
3228,HD 11506 c,51.261,0.4 Jupiters,7.51,2008,https://science.nasa.gov/exoplanet-catalog/hd-11506-c/
3229,HD 11506 b,51.261,4.88 Jupiters,7.51,2007,https://science.nasa.gov/exoplanet-catalog/hd-11506-b/
3230,HD 10697 b,33.1205,5.743 Jupiters,6.28262,1999,https://science.nasa.gov/exoplanet-catalog/hd-10697-b/
3231,GJ 86 b,10.7836,4.42 Jupiters,6.12,1999,https://science.nasa.gov/exoplanet-catalog/gj-86-b/
3232,DENIS-P J082303.1-491201 b,20.77,28.5 Jupiters,Unknown,2013,https://science.nasa.gov/exoplanet-catalog/denis-p-j0823031-491201-b/
3233,CHXR 73 b,190.374,12.569 Jupiters,Unknown,2006,https://science.nasa.gov/exoplanet-catalog/chxr-73-b/
3234,CFBDSIR J145829+101343 b,23.1,10.5 Jupiters,Unknown,2011,https://science.nasa.gov/exoplanet-catalog/cfbdsir-j145829101343-b/
3235,BD+49 828 b,442.042,1.6 Jupiters,9.381,2015,https://science.nasa.gov/exoplanet-catalog/bd49-828-b/
3236,BD+48 738 b,871.493,0.91 Jupiters,9.139,2011,https://science.nasa.gov/exoplanet-catalog/bd48-738-b/
3237,GSC 06214-00210 b,108.5,16 Jupiters,12.416,2010,https://science.nasa.gov/exoplanet-catalog/gsc-06214-00210-b/
3238,GJ 876 e,4.67517,14.6 Earths,10.16,2010,https://science.nasa.gov/exoplanet-catalog/gj-876-e/
3239,GJ 876 d,4.67517,6.83 Earths,10.16,2005,https://science.nasa.gov/exoplanet-catalog/gj-876-d/
3240,GJ 876 c,4.67517,0.7142 Jupiters,10.16,2000,https://science.nasa.gov/exoplanet-catalog/gj-876-c/
3241,GJ 876 b,4.67517,2.2756 Jupiters,10.16,1998,https://science.nasa.gov/exoplanet-catalog/gj-876-b/
3242,GJ 849 b,8.80058,0.893 Jupiters,10.41,2006,https://science.nasa.gov/exoplanet-catalog/gj-849-b/
3243,GJ 832 b,4.96435,0.99 Jupiters,8.66,2008,https://science.nasa.gov/exoplanet-catalog/gj-832-b/
3244,GJ 687 b,4.54939,17.2 Earths,9.15,2014,https://science.nasa.gov/exoplanet-catalog/gj-687-b/
3245,GJ 676 A e,16.0272,6.67439655 Earths,9.58,2012,https://science.nasa.gov/exoplanet-catalog/gj-676-a-e/
3246,GJ 676 A d,16.0272,3.81394088 Earths,9.58,2012,https://science.nasa.gov/exoplanet-catalog/gj-676-a-d/
3247,GJ 676 A b,16.0272,5.792 Jupiters,9.58,2010,https://science.nasa.gov/exoplanet-catalog/gj-676-a-b/
3248,GJ 674 b,4.54896,11.09 Earths,9.38,2007,https://science.nasa.gov/exoplanet-catalog/gj-674-b/
3249,GJ 667 C g,7.24396,4.6 Earths,10.602,2013,https://science.nasa.gov/exoplanet-catalog/gj-667-c-g/
3250,GJ 667 C f,7.24396,2.7 Earths,10.602,2013,https://science.nasa.gov/exoplanet-catalog/gj-667-c-f/
3251,GJ 667 C e,7.24396,2.7 Earths,10.602,2013,https://science.nasa.gov/exoplanet-catalog/gj-667-c-e/
3252,GJ 667 C c,7.24396,3.8 Earths,10.602,2013,https://science.nasa.gov/exoplanet-catalog/gj-667-c-c/
3253,GJ 667 C b,7.24396,5.68 Earths,10.602,2012,https://science.nasa.gov/exoplanet-catalog/gj-667-c-b/
3254,GJ 649 b,10.3796,0.258 Jupiters,9.7,2009,https://science.nasa.gov/exoplanet-catalog/gj-649-b/
3255,GJ 581 e,6.2981,2.48 Earths,10.57,2009,https://science.nasa.gov/exoplanet-catalog/gj-581-e/
3256,GJ 581 c,6.2981,6.81 Earths,10.57,2007,https://science.nasa.gov/exoplanet-catalog/gj-581-c/
3257,GJ 581 b,6.2981,20.5 Earths,10.57,2005,https://science.nasa.gov/exoplanet-catalog/gj-581-b/
3258,GJ 504 b,17.5299,4 Jupiters,5.18799,2013,https://science.nasa.gov/exoplanet-catalog/gj-504-b/
3259,GJ 436 b,9.75321,22.1 Earths,10.67,2004,https://science.nasa.gov/exoplanet-catalog/gj-436-b/
3260,GJ 433 b,9.06456,6.043 Earths,9.81,2013,https://science.nasa.gov/exoplanet-catalog/gj-433-b/
3261,GJ 3634 b,20.3779,8.4 Earths,11.938,2010,https://science.nasa.gov/exoplanet-catalog/gj-3634-b/
3262,GJ 3470 b,29.4214,13.9 Earths,12.332,2012,https://science.nasa.gov/exoplanet-catalog/gj-3470-b/
3263,GJ 3341 b,23.619,6.6 Earths,12.062,2015,https://science.nasa.gov/exoplanet-catalog/gj-3341-b/
3264,GJ 3293 c,20.1903,21.09 Earths,11.945,2015,https://science.nasa.gov/exoplanet-catalog/gj-3293-c/
3265,GJ 3293 b,20.1903,23.54 Earths,11.945,2015,https://science.nasa.gov/exoplanet-catalog/gj-3293-b/
3266,GJ 328 b,20.5266,2.51 Jupiters,9.99,2013,https://science.nasa.gov/exoplanet-catalog/gj-328-b/
3267,GJ 317 b,15.1968,2.5 Jupiters,12.4,2007,https://science.nasa.gov/exoplanet-catalog/gj-317-b/
3268,GJ 3021 b,17.5559,3.37 Jupiters,6.59,2000,https://science.nasa.gov/exoplanet-catalog/gj-3021-b/
3269,GJ 179 b,12.356,0.95 Jupiters,11.963,2009,https://science.nasa.gov/exoplanet-catalog/gj-179-b/
3270,GJ 163 d,15.1285,29.4 Earths,11.79,2013,https://science.nasa.gov/exoplanet-catalog/gj-163-d/
3271,GJ 163 c,15.1285,6.8 Earths,11.79,2013,https://science.nasa.gov/exoplanet-catalog/gj-163-c/
3272,GJ 163 b,15.1285,10.6 Earths,11.79,2013,https://science.nasa.gov/exoplanet-catalog/gj-163-b/
3273,GJ 1214 b,14.6427,8.41 Earths,15.1,2009,https://science.nasa.gov/exoplanet-catalog/gj-1214-b/
3274,WASP-183 b,325.377,0.502 Jupiters,13.081,2019,https://science.nasa.gov/exoplanet-catalog/wasp-183-b/
3275,WASP-181 b,437.495,0.299 Jupiters,12.924,2019,https://science.nasa.gov/exoplanet-catalog/wasp-181-b/
3276,WASP-177 b,176.818,0.508 Jupiters,12.312,2019,https://science.nasa.gov/exoplanet-catalog/wasp-177-b/
3277,K2-294 b,373.078,3.39 Earths,12.649,2019,https://science.nasa.gov/exoplanet-catalog/k2-294-b/
3278,K2-293 b,392.251,6.57 Earths,13.44,2019,https://science.nasa.gov/exoplanet-catalog/k2-293-b/
